id,area,square_feet,num_bedrooms,num_bathrooms,year_built,has_garage,price
46075,Pimpri-Chinchwad,1283,1,3,1986,1,4432098
46076,Viman Nagar,3396,3,3,2006,1,11266646
46077,Viman Nagar,2792,2,2,1994,0,14272552
46078,Viman Nagar,2247,3,2,1981,1,4709918
46079,Kalyani Nagar,3330,1,3,2016,1,12865929
46080,Viman Nagar,3356,4,1,1994,1,10111836
46081,Viman Nagar,1582,4,2,1984,1,10209602
46082,Koregaon Park,1794,1,1,1996,0,14881607
46083,Koregaon Park,3449,5,1,1980,1,5165116
46084,Koregaon Park,1618,2,1,1986,1,8587308
46085,Pimpri-Chinchwad,1170,2,3,2013,0,7678392
46086,Kalyani Nagar,1314,1,2,2021,0,11767454
46087,Pimpri-Chinchwad,1103,3,1,1980,0,4911950
46088,Kalyani Nagar,862,4,1,1995,0,12620767
46089,Kalyani Nagar,3218,4,3,2014,1,8432857
46090,Hinjewadi,2340,4,1,1994,0,10566267
46091,Hinjewadi,3481,5,2,1995,1,6626906
46092,Hinjewadi,3427,4,2,1997,0,3138240
46093,Kalyani Nagar,1184,5,2,1994,1,6260357
46094,Kalyani Nagar,2166,1,3,2015,1,3077436
46095,Pimpri-Chinchwad,1760,3,3,1987,1,12409619
46096,Kalyani Nagar,2278,4,1,2002,0,7453757
46097,Viman Nagar,2130,1,1,2022,1,7501005
46098,Viman Nagar,1334,5,1,2002,1,8193232
46099,Kalyani Nagar,2209,2,3,2019,1,11758575
46100,Viman Nagar,2292,2,2,2013,1,6195990
46101,Kalyani Nagar,2383,5,2,1997,1,13543063
46102,Hinjewadi,3457,4,1,2020,0,12596025
46103,Kalyani Nagar,848,5,1,1999,0,2688410
46104,Hinjewadi,3210,5,2,1984,0,8381571
46105,Koregaon Park,1578,4,1,1982,0,10576108
46106,Viman Nagar,3271,1,1,2001,1,3872149
46107,Koregaon Park,2688,3,1,2012,1,2397214
46108,Viman Nagar,3349,2,3,1992,1,4267987
46109,Koregaon Park,3092,1,3,2022,1,13047564
46110,Kalyani Nagar,2817,4,2,1990,1,6186060
46111,Koregaon Park,3236,2,2,2004,0,13008402
46112,Viman Nagar,2439,1,3,2010,0,2912932
46113,Pimpri-Chinchwad,2256,2,2,1992,1,14470127
46114,Viman Nagar,2357,4,1,2003,1,13058981
46115,Pimpri-Chinchwad,1301,5,1,1992,0,8321438
46116,Kalyani Nagar,2958,1,2,2017,1,2431956
46117,Viman Nagar,2809,5,1,1999,1,8826320
46118,Koregaon Park,1122,3,2,1996,0,6612882
46119,Kalyani Nagar,993,1,1,1987,0,3449671
46120,Viman Nagar,2645,2,3,1995,0,5634450
46121,Kalyani Nagar,890,3,1,1999,0,3237936
46122,Pimpri-Chinchwad,1695,2,3,1987,0,14856749
46123,Kalyani Nagar,1465,5,2,2005,1,4919087
46124,Koregaon Park,2410,3,2,1982,1,3346663
46125,Viman Nagar,2308,1,2,1990,1,6242231
46126,Pimpri-Chinchwad,3345,2,3,2010,1,6608655
46127,Kalyani Nagar,2542,1,2,1982,1,13662679
46128,Hinjewadi,1028,5,3,2021,1,5373540
46129,Pimpri-Chinchwad,1826,4,1,2002,1,6304838
46130,Pimpri-Chinchwad,1222,2,3,1984,0,7655692
46131,Koregaon Park,1047,1,3,1985,1,12446744
46132,Koregaon Park,999,5,1,1980,1,3607184
46133,Kalyani Nagar,1592,5,2,2012,1,4395198
46134,Hinjewadi,2105,3,3,2008,1,14968637
46135,Pimpri-Chinchwad,2571,5,1,2004,0,14360350
46136,Kalyani Nagar,1362,3,1,2014,1,5844460
46137,Hinjewadi,3399,2,1,2003,0,10579371
46138,Kalyani Nagar,1242,1,1,2000,0,14220990
46139,Pimpri-Chinchwad,1105,3,3,1996,1,2574368
46140,Kalyani Nagar,2449,3,3,1996,1,8259112
46141,Koregaon Park,992,1,3,2000,0,8826630
46142,Koregaon Park,3183,5,3,2005,0,2656669
46143,Viman Nagar,3167,4,2,2017,0,4524499
46144,Hinjewadi,2990,5,1,2000,1,3554957
46145,Pimpri-Chinchwad,2433,2,3,1991,0,4911523
46146,Hinjewadi,1740,2,2,1986,0,14756677
46147,Koregaon Park,2369,1,2,2022,1,11900535
46148,Pimpri-Chinchwad,1499,5,2,1995,0,5831095
46149,Viman Nagar,3112,2,3,2018,1,12170300
46150,Koregaon Park,1973,4,1,1997,0,6095936
46151,Koregaon Park,1241,4,2,1995,0,8356063
46152,Hinjewadi,2860,5,2,2008,1,4572026
46153,Kalyani Nagar,1593,2,3,2015,1,5339108
46154,Hinjewadi,3482,5,1,2004,1,13453095
46155,Koregaon Park,1974,3,3,2017,0,9580780
46156,Hinjewadi,1551,2,3,2005,0,9426574
46157,Kalyani Nagar,847,3,2,1991,1,11090913
46158,Viman Nagar,2501,1,3,1993,1,11317400
46159,Pimpri-Chinchwad,2803,3,1,1986,0,11248951
46160,Koregaon Park,3001,2,3,2015,0,2332834
46161,Hinjewadi,2857,2,1,1998,0,12085014
46162,Koregaon Park,888,1,3,2007,0,7328971
46163,Pimpri-Chinchwad,1991,4,1,2013,0,11102963
46164,Hinjewadi,2492,1,3,1988,0,12087968
46165,Viman Nagar,2672,2,1,1999,0,14067631
46166,Pimpri-Chinchwad,2718,2,1,2019,1,6372042
46167,Kalyani Nagar,2287,2,1,1988,0,10244842
46168,Kalyani Nagar,901,3,2,1998,1,11556441
46169,Koregaon Park,1662,2,2,1995,0,6365694
46170,Kalyani Nagar,3387,1,3,2017,1,13403486
46171,Hinjewadi,3186,3,3,2000,0,12194341
46172,Kalyani Nagar,1984,1,1,2006,1,4229796
46173,Viman Nagar,993,4,3,2010,0,9767298
46174,Hinjewadi,2818,2,1,2016,1,9152978
46175,Koregaon Park,1436,1,1,2019,1,3340967
46176,Koregaon Park,2705,4,3,1980,1,4074989
46177,Kalyani Nagar,1813,4,3,2019,0,11500782
46178,Kalyani Nagar,1586,2,1,2000,0,2812392
46179,Koregaon Park,2604,5,3,1987,1,14308127
46180,Hinjewadi,1980,4,3,2006,1,8538654
46181,Pimpri-Chinchwad,3465,3,2,2021,1,3781116
46182,Koregaon Park,1879,2,3,1989,0,5728888
46183,Viman Nagar,1441,3,2,2000,1,13656802
46184,Hinjewadi,2114,5,3,2009,0,6709250
46185,Pimpri-Chinchwad,1337,2,3,2009,1,13032468
46186,Pimpri-Chinchwad,1383,3,2,1998,0,5910291
46187,Hinjewadi,2648,2,2,2008,1,4805596
46188,Koregaon Park,1104,5,1,1986,1,13206051
46189,Pimpri-Chinchwad,2346,4,3,1993,1,4784533
46190,Viman Nagar,3317,4,3,2018,1,4733475
46191,Hinjewadi,2797,5,3,2021,0,5663853
46192,Kalyani Nagar,2711,1,3,1987,1,2822178
46193,Koregaon Park,3348,5,1,1980,0,4605741
46194,Hinjewadi,1211,4,3,1991,1,13663588
46195,Viman Nagar,1320,3,3,1996,1,8242511
46196,Pimpri-Chinchwad,1857,2,3,2002,0,9729774
46197,Koregaon Park,2002,3,1,1988,0,11599852
46198,Koregaon Park,1206,5,3,1980,0,11269225
46199,Hinjewadi,2543,3,3,1988,0,14109174
46200,Hinjewadi,2710,4,2,2011,1,12374360
46201,Viman Nagar,1070,2,2,2016,1,3750429
46202,Kalyani Nagar,1241,1,2,2019,1,8215095
46203,Hinjewadi,1963,1,3,1996,1,3579660
46204,Hinjewadi,2019,4,2,1990,0,2718960
46205,Hinjewadi,1816,5,1,1981,0,7825773
46206,Viman Nagar,1234,4,1,2005,0,13509952
46207,Pimpri-Chinchwad,1187,5,3,2014,0,2512908
46208,Kalyani Nagar,1374,3,2,2002,0,9617552
46209,Viman Nagar,2619,5,1,2006,1,13811863
46210,Hinjewadi,2448,1,1,1997,0,4704772
46211,Pimpri-Chinchwad,1897,3,1,2014,1,11648866
46212,Hinjewadi,3164,5,1,2011,1,6083817
46213,Viman Nagar,2382,1,3,1990,0,11022397
46214,Koregaon Park,1543,4,3,2007,0,5501818
46215,Hinjewadi,1584,5,3,2002,0,6308003
46216,Pimpri-Chinchwad,2130,2,2,2021,1,8889471
46217,Kalyani Nagar,825,1,3,1988,0,8277488
46218,Koregaon Park,1375,5,1,2010,0,9048436
46219,Hinjewadi,2425,2,1,2006,1,14071382
46220,Hinjewadi,1671,2,3,1990,1,10656498
46221,Pimpri-Chinchwad,2045,3,1,2000,0,5637686
46222,Koregaon Park,2086,1,3,1989,0,9950075
46223,Koregaon Park,2711,5,3,2019,1,13276677
46224,Koregaon Park,1655,4,2,2021,1,13859239
46225,Hinjewadi,1826,3,1,2010,0,2742979
46226,Koregaon Park,1403,3,2,2005,1,2482825
46227,Hinjewadi,960,3,3,1987,1,2917407
46228,Hinjewadi,1102,3,3,1989,1,14029440
46229,Koregaon Park,939,1,3,2003,1,11424168
46230,Viman Nagar,2997,4,1,2018,0,11773317
46231,Kalyani Nagar,1964,3,3,1987,0,4775442
46232,Kalyani Nagar,1540,5,1,2009,1,9714953
46233,Viman Nagar,1106,1,1,2017,0,6323147
46234,Koregaon Park,3403,1,2,2007,0,3923424
46235,Hinjewadi,3489,2,2,1980,1,10971229
46236,Pimpri-Chinchwad,2818,5,1,2011,1,10090371
46237,Viman Nagar,960,5,2,1994,0,13573881
46238,Kalyani Nagar,3033,2,2,2017,0,14667036
46239,Kalyani Nagar,3278,4,1,1988,0,10113748
46240,Hinjewadi,2048,3,2,1994,1,14314293
46241,Kalyani Nagar,3342,3,3,2011,0,13090458
46242,Kalyani Nagar,1879,5,1,1997,1,12854700
46243,Hinjewadi,1634,5,2,1999,0,9675705
46244,Koregaon Park,2773,4,3,1990,1,10660914
46245,Kalyani Nagar,3433,4,1,2003,1,10773482
46246,Koregaon Park,2643,3,3,2000,1,12672935
46247,Pimpri-Chinchwad,915,2,2,2007,1,3408681
46248,Koregaon Park,816,2,1,2018,0,13722150
46249,Hinjewadi,2548,3,2,2012,1,10296494
46250,Hinjewadi,2263,1,2,2018,1,14261576
46251,Hinjewadi,3351,2,3,2005,0,13862483
46252,Kalyani Nagar,3122,3,1,2010,0,7849435
46253,Viman Nagar,1010,1,1,1983,0,10559373
46254,Kalyani Nagar,2556,5,2,1995,0,5395830
46255,Koregaon Park,2848,4,2,1985,1,12552887
46256,Pimpri-Chinchwad,3433,5,3,2009,1,10042564
46257,Pimpri-Chinchwad,1112,2,3,2015,1,10202501
46258,Pimpri-Chinchwad,1390,3,1,2022,0,8390041
46259,Pimpri-Chinchwad,2759,4,1,1985,0,14665224
46260,Viman Nagar,3219,5,1,2000,1,5238957
46261,Pimpri-Chinchwad,2445,3,1,1985,0,3531603
46262,Kalyani Nagar,1221,3,1,2008,1,12002564
46263,Pimpri-Chinchwad,1234,2,2,1989,0,7991501
46264,Hinjewadi,1974,4,3,1982,0,13518376
46265,Koregaon Park,1150,2,2,2013,1,2708535
46266,Kalyani Nagar,3344,3,3,1987,1,6224072
46267,Viman Nagar,1392,1,3,2014,1,9731042
46268,Kalyani Nagar,2554,1,1,2001,0,9799409
46269,Hinjewadi,2949,2,3,1997,1,12743721
46270,Pimpri-Chinchwad,1613,5,3,1993,0,14033689
46271,Pimpri-Chinchwad,3108,3,3,1996,1,7923741
46272,Viman Nagar,2243,4,1,1992,1,12938033
46273,Koregaon Park,3403,4,2,2023,1,7157179
46274,Pimpri-Chinchwad,1106,5,1,2021,1,7227374
46275,Viman Nagar,1683,4,3,1990,1,6444120
46276,Pimpri-Chinchwad,1215,2,3,2004,1,4647435
46277,Kalyani Nagar,2846,4,3,2009,1,11255965
46278,Viman Nagar,913,3,2,1994,0,3225219
46279,Viman Nagar,1461,2,1,2001,0,10676774
46280,Viman Nagar,2426,1,2,2014,0,3765485
46281,Pimpri-Chinchwad,2386,1,2,1980,0,6519455
46282,Viman Nagar,2026,4,1,2018,1,5615501
46283,Kalyani Nagar,1772,5,2,2014,1,5754807
46284,Koregaon Park,3088,1,1,1985,0,5490139
46285,Koregaon Park,2921,1,3,2010,0,2364500
46286,Hinjewadi,1668,3,3,1997,0,13392816
46287,Kalyani Nagar,3241,5,1,1999,0,3633873
46288,Kalyani Nagar,1545,1,3,2017,1,4016054
46289,Viman Nagar,1393,2,3,2016,1,6287236
46290,Hinjewadi,3077,3,2,2020,0,6326336
46291,Kalyani Nagar,1033,2,3,2021,0,12294006
46292,Kalyani Nagar,3482,3,3,1995,0,9594926
46293,Kalyani Nagar,2289,3,1,1992,0,3242833
46294,Pimpri-Chinchwad,3360,3,2,2001,1,6119224
46295,Kalyani Nagar,3053,3,2,2011,1,6089071
46296,Pimpri-Chinchwad,3261,4,2,1987,1,12172349
46297,Kalyani Nagar,1536,3,1,2001,0,9046196
46298,Koregaon Park,3092,5,2,2002,0,13651158
46299,Pimpri-Chinchwad,976,4,2,2021,1,13973657
46300,Pimpri-Chinchwad,848,5,3,1999,0,14090455
46301,Viman Nagar,2390,4,3,2002,0,13446059
46302,Kalyani Nagar,2718,3,3,1996,1,14036803
46303,Hinjewadi,1271,2,2,1997,0,2509512
46304,Hinjewadi,2732,3,1,1997,0,7366209
46305,Hinjewadi,1910,4,2,2022,0,10384047
46306,Hinjewadi,1211,3,2,2022,0,6082889
46307,Koregaon Park,1508,2,2,2008,0,3231462
46308,Hinjewadi,1287,4,2,1995,0,10425099
46309,Viman Nagar,2895,3,3,1996,1,11781743
46310,Hinjewadi,1287,1,1,1992,0,5883254
46311,Viman Nagar,995,5,3,2001,1,14752972
46312,Pimpri-Chinchwad,1039,1,2,2008,1,11848848
46313,Kalyani Nagar,1313,2,3,2015,0,9496820
46314,Hinjewadi,2092,4,2,1999,0,4871085
46315,Viman Nagar,1644,5,1,1992,0,7188379
46316,Viman Nagar,1581,5,2,2003,1,4800078
46317,Kalyani Nagar,2860,4,3,1992,0,14810949
46318,Pimpri-Chinchwad,2537,5,1,1981,0,14206724
46319,Hinjewadi,3299,1,1,2012,0,5723193
46320,Viman Nagar,991,2,1,2023,0,4711328
46321,Hinjewadi,3146,1,1,1985,1,6298202
46322,Koregaon Park,1098,1,3,2010,1,11381065
46323,Viman Nagar,1186,3,3,1983,1,8216786
46324,Pimpri-Chinchwad,1822,1,3,1992,0,3136934
46325,Kalyani Nagar,1880,2,1,2003,0,3130368
46326,Viman Nagar,3161,5,1,2001,0,8194050
46327,Koregaon Park,1047,2,2,2010,1,2380206
46328,Kalyani Nagar,1239,1,2,2008,1,3039058
46329,Pimpri-Chinchwad,2912,2,3,2011,1,10770203
46330,Hinjewadi,1258,4,3,2003,1,5470160
46331,Hinjewadi,2260,4,3,1981,1,2823007
46332,Viman Nagar,1419,3,1,2021,1,12638047
46333,Kalyani Nagar,1154,1,1,2011,0,11493132
46334,Koregaon Park,1583,4,2,1981,1,5484450
46335,Koregaon Park,912,1,3,2006,0,2794454
46336,Pimpri-Chinchwad,3466,3,3,2001,0,5810747
46337,Kalyani Nagar,2693,3,1,1999,0,9566489
46338,Kalyani Nagar,848,5,2,2002,0,7587500
46339,Hinjewadi,1251,4,3,2015,1,9365358
46340,Pimpri-Chinchwad,1431,4,2,1987,1,12864517
46341,Pimpri-Chinchwad,2648,3,3,2019,0,13132594
46342,Pimpri-Chinchwad,2878,4,3,2018,0,7917529
46343,Kalyani Nagar,2299,3,3,2002,0,6243337
46344,Hinjewadi,2747,4,3,1985,0,3433389
46345,Pimpri-Chinchwad,2683,4,2,1997,1,3569029
46346,Hinjewadi,1162,1,2,2018,1,4033185
46347,Pimpri-Chinchwad,1974,3,1,1993,1,9693689
46348,Kalyani Nagar,1110,1,3,2014,1,4959024
46349,Hinjewadi,2623,4,1,1991,1,3852182
46350,Viman Nagar,2142,1,2,1982,0,4122706
46351,Pimpri-Chinchwad,1682,5,1,1985,1,4632924
46352,Kalyani Nagar,2724,2,2,2023,0,2514151
46353,Hinjewadi,3146,2,3,2009,1,13404056
46354,Koregaon Park,1749,1,2,2023,1,6621509
46355,Kalyani Nagar,939,3,2,2019,1,9527270
46356,Kalyani Nagar,1434,3,1,1981,0,11954753
46357,Koregaon Park,2636,2,1,2021,0,8593872
46358,Koregaon Park,1350,5,1,2001,0,7298217
46359,Viman Nagar,3270,1,3,2004,0,5486315
46360,Viman Nagar,3036,4,3,1992,1,13503514
46361,Viman Nagar,1084,5,3,1998,0,13596677
46362,Kalyani Nagar,1905,3,3,2011,1,9693539
46363,Kalyani Nagar,2714,2,1,2005,0,2088222
46364,Kalyani Nagar,2257,5,1,2014,1,7961631
46365,Viman Nagar,2471,4,3,2018,1,8093412
46366,Hinjewadi,1425,1,2,1982,1,2631345
46367,Kalyani Nagar,1152,4,1,2018,0,7073551
46368,Kalyani Nagar,1114,5,1,2016,0,11647294
46369,Kalyani Nagar,3443,1,2,2014,0,6880441
46370,Viman Nagar,1708,1,1,1992,1,2454665
46371,Pimpri-Chinchwad,2939,3,3,2022,0,6029752
46372,Viman Nagar,2537,3,3,2006,1,8860341
46373,Pimpri-Chinchwad,3230,2,2,1984,0,3729551
46374,Viman Nagar,2231,4,3,2001,0,4537834
46375,Hinjewadi,3296,1,2,1989,0,12632325
46376,Hinjewadi,1428,4,3,1983,1,5235071
46377,Kalyani Nagar,3069,5,1,1990,0,12986819
46378,Viman Nagar,2975,4,3,1984,1,6366918
46379,Pimpri-Chinchwad,1671,5,2,2009,0,10538591
46380,Pimpri-Chinchwad,2044,1,2,1984,1,6036247
46381,Hinjewadi,2653,1,1,2011,0,14129320
46382,Kalyani Nagar,2535,1,1,1982,0,7896067
46383,Pimpri-Chinchwad,2613,2,3,1984,0,12126323
46384,Viman Nagar,2847,4,3,2012,0,14383862
46385,Kalyani Nagar,1701,4,3,2003,0,8327337
46386,Viman Nagar,2264,3,3,2021,1,5280736
46387,Viman Nagar,1687,5,2,2013,1,6897728
46388,Hinjewadi,2160,5,1,2011,1,5482436
46389,Viman Nagar,1784,2,1,1994,0,4857165
46390,Koregaon Park,2857,2,3,1986,1,13530848
46391,Kalyani Nagar,2001,5,1,2000,0,8275929
46392,Koregaon Park,1577,4,3,1985,1,14883347
46393,Viman Nagar,1362,5,2,1980,1,13725816
46394,Viman Nagar,904,2,3,1983,1,6772559
46395,Hinjewadi,2098,5,2,2001,1,5604833
46396,Hinjewadi,2052,4,1,2023,0,2442388
46397,Hinjewadi,2440,3,2,2013,0,7158227
46398,Hinjewadi,2351,4,1,2007,1,6390676
46399,Pimpri-Chinchwad,1706,2,1,2004,0,9423377
46400,Hinjewadi,2943,5,2,2007,1,7105800
46401,Viman Nagar,813,5,1,2004,0,2250392
46402,Viman Nagar,1043,3,3,1989,1,6111857
46403,Kalyani Nagar,2915,4,3,2013,0,10291297
46404,Koregaon Park,2063,1,3,2001,1,11547553
46405,Pimpri-Chinchwad,1921,5,1,1981,0,9643235
46406,Pimpri-Chinchwad,2013,2,2,2001,1,3339586
46407,Kalyani Nagar,2529,2,3,2011,0,12281890
46408,Kalyani Nagar,2658,5,3,1982,0,9999393
46409,Hinjewadi,2904,3,2,1993,1,12343006
46410,Kalyani Nagar,2415,2,2,2012,1,2227521
46411,Pimpri-Chinchwad,1320,2,1,2007,0,14594260
46412,Koregaon Park,2055,3,1,1988,0,2134031
46413,Koregaon Park,2345,3,1,2002,0,8581077
46414,Pimpri-Chinchwad,2103,1,2,1995,1,8633123
46415,Hinjewadi,2180,5,3,1983,1,10695273
46416,Koregaon Park,1526,1,3,2021,0,10980232
46417,Koregaon Park,2771,4,1,1986,0,6432121
46418,Hinjewadi,1000,2,3,2008,0,7427989
46419,Koregaon Park,1972,2,1,2019,0,2329084
46420,Viman Nagar,822,1,2,2018,0,5983549
46421,Pimpri-Chinchwad,2849,1,1,1983,1,10932946
46422,Koregaon Park,1452,2,1,2005,1,13350015
46423,Koregaon Park,828,5,1,2000,1,13626111
46424,Hinjewadi,830,3,3,2012,0,5420901
46425,Koregaon Park,1381,3,1,2008,1,6938142
46426,Hinjewadi,2856,3,1,2008,1,12832847
46427,Pimpri-Chinchwad,2468,4,1,2015,0,8884181
46428,Viman Nagar,2412,5,3,2023,0,12818697
46429,Kalyani Nagar,3092,3,3,2010,0,13422384
46430,Pimpri-Chinchwad,1718,5,1,2000,1,5657553
46431,Koregaon Park,2392,3,1,1985,1,4343796
46432,Viman Nagar,2243,2,1,2015,0,13793194
46433,Kalyani Nagar,2970,1,2,2001,0,8515804
46434,Kalyani Nagar,3341,1,3,2020,1,7699160
46435,Koregaon Park,2138,5,1,2016,1,3655648
46436,Kalyani Nagar,3373,1,2,2000,1,13671842
46437,Kalyani Nagar,2684,5,2,2011,1,10874199
46438,Pimpri-Chinchwad,861,2,1,2003,0,12992831
46439,Pimpri-Chinchwad,3402,1,2,1981,0,4293708
46440,Kalyani Nagar,2874,2,3,2022,0,7622113
46441,Hinjewadi,1239,2,2,1989,0,12600996
46442,Koregaon Park,3493,2,2,2011,1,13607453
46443,Hinjewadi,2552,1,2,2009,0,5103852
46444,Hinjewadi,3491,4,1,2006,0,2289723
46445,Kalyani Nagar,1199,2,3,2021,0,12067522
46446,Koregaon Park,1843,2,1,2003,1,7904945
46447,Hinjewadi,2946,5,2,1996,0,13145466
46448,Pimpri-Chinchwad,2153,5,3,1994,0,9528608
46449,Pimpri-Chinchwad,2909,4,2,2013,0,10685525
46450,Koregaon Park,1641,4,3,2008,0,5832482
46451,Hinjewadi,1755,5,1,2006,0,13299663
46452,Viman Nagar,1522,4,2,1999,1,3779905
46453,Viman Nagar,2960,1,2,2009,0,13740943
46454,Koregaon Park,3111,5,3,2005,0,3899821
46455,Koregaon Park,2387,5,2,2018,1,7790836
46456,Viman Nagar,2290,3,3,2019,1,11497614
46457,Hinjewadi,1488,4,3,2012,0,6389378
46458,Hinjewadi,3473,2,3,2003,1,8723814
46459,Kalyani Nagar,1012,2,1,2018,0,5458996
46460,Koregaon Park,3456,5,1,2004,0,8588250
46461,Hinjewadi,2107,2,1,1991,0,4027252
46462,Viman Nagar,2932,4,1,2020,0,12947669
46463,Viman Nagar,2752,2,1,2000,0,6161375
46464,Pimpri-Chinchwad,2887,5,3,2005,0,12045531
46465,Hinjewadi,2958,5,1,2013,0,10877168
46466,Kalyani Nagar,3135,5,2,2013,1,12381148
46467,Kalyani Nagar,1100,5,3,1985,1,10448310
46468,Koregaon Park,3040,4,2,2020,1,5007057
46469,Pimpri-Chinchwad,3055,1,1,2005,1,11123425
46470,Viman Nagar,2204,4,1,2003,0,2004170
46471,Viman Nagar,2655,3,1,1989,0,3298787
46472,Koregaon Park,2136,1,3,1991,0,11640394
46473,Kalyani Nagar,2462,3,2,2002,1,13957777
46474,Kalyani Nagar,836,4,2,1999,0,11335394
46475,Viman Nagar,2465,2,1,2004,0,12198423
46476,Koregaon Park,3391,1,1,2015,1,4827084
46477,Hinjewadi,2280,1,1,2023,1,13577407
46478,Pimpri-Chinchwad,1701,4,3,2005,0,8956805
46479,Kalyani Nagar,1456,2,2,1985,0,14758339
46480,Kalyani Nagar,1352,5,2,1984,1,12657826
46481,Kalyani Nagar,3301,4,2,2017,0,6451461
46482,Hinjewadi,989,4,3,2001,0,8906925
46483,Hinjewadi,2368,5,1,1997,0,12109180
46484,Pimpri-Chinchwad,2336,5,2,1994,1,2392214
46485,Kalyani Nagar,1749,2,2,1988,1,14189641
46486,Viman Nagar,3006,1,2,2022,0,2190461
46487,Kalyani Nagar,954,4,2,1993,1,8953222
46488,Pimpri-Chinchwad,1353,3,3,2013,0,9209709
46489,Pimpri-Chinchwad,987,5,2,1980,0,4208697
46490,Viman Nagar,953,1,2,1998,0,10187120
46491,Hinjewadi,2240,2,2,1985,0,10793364
46492,Viman Nagar,1281,2,1,2005,0,11838089
46493,Pimpri-Chinchwad,2943,1,2,2017,0,12938143
46494,Viman Nagar,3270,3,1,2008,1,8875106
46495,Kalyani Nagar,2587,5,3,2017,0,14260923
46496,Pimpri-Chinchwad,3301,1,1,2008,1,9378697
46497,Hinjewadi,1603,2,2,2009,0,8487193
46498,Hinjewadi,2417,4,1,1988,1,7304187
46499,Viman Nagar,873,5,1,2012,0,2285094
46500,Viman Nagar,3413,5,2,2021,1,3320738
46501,Viman Nagar,2485,2,1,1989,0,5847704
46502,Kalyani Nagar,2358,2,2,1992,0,14189165
46503,Hinjewadi,3327,4,3,1997,1,9136843
46504,Pimpri-Chinchwad,2712,5,2,1980,0,14026732
46505,Pimpri-Chinchwad,2210,5,3,2006,0,8450153
46506,Hinjewadi,3146,2,3,2016,1,4845943
46507,Viman Nagar,1562,3,2,2015,1,10756252
46508,Koregaon Park,1480,2,3,1990,1,10843464
46509,Viman Nagar,1386,4,2,2020,0,13804067
46510,Hinjewadi,2357,3,2,1988,1,11933629
46511,Kalyani Nagar,2486,3,2,2018,1,5773241
46512,Viman Nagar,2936,4,1,1996,1,6567902
46513,Pimpri-Chinchwad,1873,1,3,2003,0,14091618
46514,Kalyani Nagar,3483,3,1,2020,1,13237997
46515,Hinjewadi,1975,4,3,2003,0,3150949
46516,Koregaon Park,2842,2,1,1998,1,3682531
46517,Viman Nagar,3243,4,1,2010,1,6003631
46518,Kalyani Nagar,1793,1,1,1997,0,8241043
46519,Kalyani Nagar,819,4,3,2016,1,14354258
46520,Pimpri-Chinchwad,2951,2,1,1986,0,13741215
46521,Viman Nagar,2948,1,2,1987,1,9404925
46522,Koregaon Park,2880,5,3,2004,1,2578716
46523,Kalyani Nagar,3017,1,2,1998,0,6104520
46524,Pimpri-Chinchwad,2283,4,3,2020,0,14136567
46525,Viman Nagar,1016,2,1,2005,0,10627023
46526,Viman Nagar,3349,5,1,1981,0,7301236
46527,Koregaon Park,1198,3,1,1994,1,7351491
46528,Pimpri-Chinchwad,2001,2,1,2016,0,13587603
46529,Koregaon Park,1206,3,3,2004,0,11505684
46530,Kalyani Nagar,2975,3,3,1989,1,7729844
46531,Hinjewadi,909,2,3,1985,0,3326726
46532,Hinjewadi,832,1,1,2014,0,6754500
46533,Koregaon Park,3416,2,2,1980,0,13559758
46534,Koregaon Park,1863,5,2,1985,1,6700575
46535,Hinjewadi,3425,2,2,1986,1,6308056
46536,Kalyani Nagar,1899,3,2,1993,1,14429841
46537,Koregaon Park,898,1,2,1991,0,2764495
46538,Kalyani Nagar,3160,5,1,2002,0,13687113
46539,Kalyani Nagar,3197,5,2,2009,0,12534021
46540,Pimpri-Chinchwad,1902,3,1,2010,1,3205936
46541,Kalyani Nagar,2696,3,3,2018,1,5637552
46542,Viman Nagar,3270,3,2,1996,0,6330829
46543,Hinjewadi,2492,1,3,2003,1,13818859
46544,Hinjewadi,1467,5,2,2006,1,3737197
46545,Koregaon Park,1505,1,1,1988,1,6640766
46546,Koregaon Park,2888,4,1,2017,0,5553046
46547,Pimpri-Chinchwad,3342,4,2,2004,1,11129939
46548,Pimpri-Chinchwad,2459,1,2,1981,0,13282161
46549,Viman Nagar,2861,4,1,2015,0,12632951
46550,Koregaon Park,2903,1,2,1983,0,9065254
46551,Hinjewadi,810,4,1,2000,0,8058126
46552,Viman Nagar,1433,1,3,1982,1,7710206
46553,Koregaon Park,1559,2,3,2003,1,12239525
46554,Viman Nagar,2540,5,2,2020,1,8440258
46555,Kalyani Nagar,1350,1,2,1981,0,5124080
46556,Kalyani Nagar,1543,2,2,2018,1,10722190
46557,Viman Nagar,1841,2,2,1981,0,2019170
46558,Koregaon Park,979,2,1,2019,0,2421616
46559,Kalyani Nagar,3211,1,1,2015,1,2383020
46560,Kalyani Nagar,3061,4,3,1993,0,9724317
46561,Viman Nagar,2113,1,3,1985,1,2195385
46562,Kalyani Nagar,3105,4,3,2019,0,11229329
46563,Hinjewadi,2726,3,2,1996,1,9307478
46564,Kalyani Nagar,2168,1,2,2012,1,10355888
46565,Viman Nagar,2461,1,3,2021,1,10200163
46566,Kalyani Nagar,1225,5,3,2000,0,8955886
46567,Kalyani Nagar,3243,3,1,2005,1,5637381
